,"BatchID","Glucose concentration","Pyruvate concentration","Acetald concentration","Acetate concentration","Ethanol concentration","Active cell material","Acetaldehyde dehydrogenase","Specific oxygen uptake rate","Specific carbon dioxide evolution rate","Biomass"
"18#105",18,-0.301916,0.0006046291,0.7805303,0.004082518,10.70544,0.5453699,0.008700579,-7.130526,0.8984056,4.612803
"18#106",18,0.455006,-0.0003801135,0.7225067,0.003674204,10.98814,0.5432104,0.009288348,-6.32383,1.148473,4.543051
"18#107",18,-0.2444064,-0.0007660633,0.7043294,0.004147747,10.84682,0.54026,0.009511787,-5.887629,0.7801312,4.703713
"18#108",18,-0.2967051,-7.085806E-05,0.5661628,0.002010042,11.02005,0.5402271,0.009836798,-4.960871,1.281124,4.650055
"18#109",18,0.1580679,-0.0003551657,0.5170025,0.002534859,10.9756,0.5432852,0.01048993,-4.139576,0.3332512,4.618222
"18#110",18,-0.07331964,-0.0009842698,0.4759892,0.002798098,11.07243,0.5431865,0.01141889,-3.377218,0.6398006,4.623348
"18#111",18,-0.3018456,0.0009675834,0.3796399,0.0041923,11.22921,0.5404686,0.01106529,-2.531316,0.1146327,4.607448
"18#112",18,-0.6732926,0.0002274216,0.2920801,0.005379463,11.25025,0.5423051,0.01185904,-0.7742155,1.569326,4.454272
"18#113",18,0.6045455,0.0005639337,0.2329642,0.007650279,11.56816,0.5415018,0.01359218,0.05105164,0.8115057,4.534782
"18#114",18,-0.4073671,-0.0004069719,0.1968633,0.004775023,11.23426,0.5381253,0.01527652,0.9620234,1.653964,4.549439
"18#115",18,-0.8830851,0.0001997838,0.1742664,0.009338198,11.55341,0.53506,0.01617938,1.389457,0.7224925,4.607087
"18#116",18,-0.3538732,-7.041623E-05,0.1701832,0.008090097,11.46557,0.5376089,0.01789391,2.139252,1.816401,4.473056
"18#117",18,0.9375744,0.0004797354,0.1344065,0.008216954,11.2028,0.5363749,0.01876068,2.325151,1.458648,4.673784
"18#118",18,0.7485954,0.0003865734,0.1299369,0.01001856,11.29821,0.5346571,0.01979012,2.557133,1.72305,4.591856
"18#119",18,0.4221443,6.675082E-05,0.1342264,0.01206795,11.61838,0.5292591,0.02154819,2.889175,2.806562,4.66095
"18#120",18,-0.02699713,-0.0001636693,0.1166407,0.01026202,11.23712,0.5301164,0.0225886,2.705396,2.184874,4.689367
"18#121",18,0.668179,0.0004183392,0.1445672,0.01249358,11.42204,0.5305164,0.0250389,3.117436,1.742712,4.639851
"18#122",18,0.08452956,0.001126881,0.1181396,0.01499491,11.17175,0.5338902,0.02820181,3.513681,2.061736,4.535699
"18#123",18,0.0185925,-4.823986E-05,0.1077369,0.01556154,11.11503,0.5278533,0.03199057,4.45311,3.020098,4.685041
"18#124",18,-0.4310703,-0.0002401467,0.08781674,0.01795433,11.09546,0.5257625,0.03691727,4.71984,2.371419,4.611984
"18#125",18,-0.6229177,-0.0008658779,0.1097911,0.02282717,11.01697,0.5295635,0.04031039,5.170959,3.12599,4.710896
"18#126",18,0.3909093,-0.0009684919,0.09238209,0.02662466,10.67966,0.5231228,0.04370673,5.803931,3.164594,4.82157
"18#127",18,-0.1140893,-0.0003598864,0.09581241,0.03111837,10.58167,0.5253647,0.05171737,6.937638,3.860641,5.105278
"18#128",18,-0.3756044,-0.0003736243,0.05651221,0.03314725,10.41853,0.5230998,0.05463739,7.326676,4.074717,4.938885
"18#129",18,-0.2532925,0.0001656062,0.09817782,0.03516746,10.07838,0.5225813,0.05649696,7.472723,4.020937,4.943097
"18#130",18,-0.5006229,0.000497569,0.1185407,0.03575651,9.847495,0.5268551,0.05836371,7.900183,5.033687,5.069002
"18#131",18,0.1706792,0.0008783709,0.06033926,0.0413022,10.21346,0.5294637,0.06085528,8.187593,4.15845,5.138829
"18#132",18,-0.1140143,-7.956452E-05,0.04567514,0.04881227,9.353472,0.5333912,0.0689418,9.374073,5.509777,5.209641
"18#133",18,0.177382,-0.0007323342,0.05996268,0.05543437,8.61893,0.5466559,0.07773861,10.25867,6.370309,5.491211
"18#134",18,0.08718091,0.0003253812,0.00273592,0.06466167,7.720376,0.5562657,0.08323023,11.43121,6.903543,5.664431
"18#135",18,-0.04102247,-0.0004651423,0.01662582,0.06737814,6.840084,0.5688406,0.08704332,12.22821,8.401443,6.103775
"18#136",18,0.1110914,0.0003832119,0.0301631,0.06919736,6.536515,0.5681635,0.0876217,12.39444,7.047783,6.209109
"18#137",18,0.3172423,-5.227551E-05,0.04531701,0.06718092,6.325791,0.5700203,0.08803366,12.39994,6.516324,6.303278
"18#138",18,-0.201389,0.000110358,0.03885234,0.06988025,6.347589,0.5713089,0.08913738,12.66846,6.62937,6.349614
"18#139",18,0.3737923,0.0003468535,0.08583706,0.07078008,6.139813,0.5754924,0.08957638,12.78845,6.94662,6.407203
"18#140",18,-0.1805178,0.00149351,0.036172,0.0709786,5.829971,0.578196,0.08955336,12.91342,7.09877,6.408357
"18#141",18,-0.2415024,-0.0002309354,-0.01924265,0.07139794,5.529228,0.5813172,0.0901195,12.97059,7.476753,6.485039
"18#142",18,0.097039,-0.0002939559,-0.02079743,0.07334568,5.21681,0.5873801,0.09171101,13.14155,8.339851,6.744142
"18#143",18,-0.06504906,0.0004427565,0.005807199,0.07338516,4.674678,0.5933856,0.09174725,13.50088,7.882268,6.823416
"18#144",18,-0.6116899,0.0005113882,0.001473983,0.07235067,4.337653,0.5999205,0.09178733,13.5202,7.518708,6.929838
"18#145",18,-0.06762904,-0.000458048,0.02635594,0.07042495,3.181144,0.6132945,0.09240005,13.59651,6.919272,7.395299
"18#146",18,0.2673984,6.189254E-05,0.01860981,0.07226727,2.74836,0.6173303,0.09172431,13.48121,7.385797,7.596319
"18#147",18,-0.1179274,0.0001861778,-0.04810392,0.06922031,2.352046,0.6272066,0.09152895,13.53428,7.431843,7.674232
"18#148",18,-0.2318785,0.0002412727,-0.01168812,0.06875849,2.309067,0.6221689,0.09049458,13.48239,7.550081,7.764403
"18#149",18,0.004717151,7.574627E-05,0.04359169,0.06862361,2.29147,0.6253093,0.09204317,13.47921,7.96285,7.726026
"18#150",18,-0.3421388,-0.0002338468,0.05532416,0.06745662,2.069139,0.6255202,0.09115153,13.67526,8.164042,7.815103
"18#151",18,0.07535203,-0.0008046264,0.0136782,0.06624149,2.223174,0.6251382,0.09059942,13.35461,7.702128,7.747782
"18#152",18,0.1317848,0.0002419915,-0.0008718335,0.06834417,2.253532,0.6310408,0.09135769,13.43368,7.734039,7.766691
"18#153",18,0.182289,0.0008079882,0.02026677,0.06501281,2.354623,0.6246718,0.09141798,13.27078,7.245657,7.755924
"18#154",18,0.02136128,0.0003830794,-0.04535499,0.06306837,1.560449,0.6319126,0.09011362,13.24807,7.530565,7.829295
"18#155",18,-0.327136,0.000390502,0.02180071,0.06183812,1.537278,0.6305463,0.08960933,12.95589,7.989531,8.002138
"18#156",18,-0.2921164,0.001095997,0.02030077,0.05904637,1.328616,0.6356448,0.090086,12.38399,7.248101,8.016491
"18#157",18,-0.07768023,-0.0003804564,-0.008043272,0.04957687,0.9802341,0.6345299,0.08795444,11.39705,6.994103,8.133132
"18#158",18,0.1877195,-0.0003108002,0.0291921,0.04938416,0.8340284,0.648634,0.08760016,11.21148,6.895372,8.266585
"18#159",18,0.4271024,0.0008219487,0.009683847,0.0433411,0.7337295,0.6445835,0.08801445,10.75736,6.99983,8.281776
"18#160",18,-0.05507626,-0.0001428155,0.0181039,0.04535168,0.7182131,0.6451558,0.08653898,10.45591,6.121863,8.211957
"18#161",18,-0.2479038,4.646341E-05,0.03218136,0.04380126,0.7745927,0.6450498,0.08748513,10.28686,6.270981,8.370758
"18#162",18,-0.4100759,0.0002162365,0.03644077,0.04189478,0.8558673,0.6388811,0.08771401,10.10511,6.162435,8.381331
"18#163",18,0.4361852,-0.0006090199,0.00060065,0.04003103,0.6810041,0.6483495,0.08673593,9.803512,5.499267,8.343724
"18#164",18,-0.3577065,-9.167144E-05,-0.02036279,0.0386255,0.5039349,0.6428533,0.08625987,9.751507,6.505395,8.288355
"18#165",18,0.6088626,-0.0002101069,0.02259081,0.03575381,0.4288633,0.6478157,0.08625043,8.972931,4.991676,8.374559
"18#166",18,-0.407533,-0.0001659923,0.009030927,0.03140371,0.2158299,0.6510448,0.08500578,8.040567,4.481006,8.37189
"18#167",18,0.8441783,-0.0008738824,0.02341625,0.02521061,0.1895156,0.6465146,0.08694904,7.105238,4.108984,8.389418
"18#168",18,-0.4464628,-3.58387E-06,-0.02440762,0.02108158,0.17479,0.6422436,0.08628217,6.118797,3.049981,8.489697
"18#169",18,0.4195341,-0.0007899923,-0.04706223,0.02183495,0.1084475,0.6480519,0.08572065,5.851885,2.944579,8.394492
"18#170",18,0.04946502,0.000266898,-0.03564355,0.01923501,0.1225317,0.6499403,0.08492881,5.076137,2.857937,8.475093
"18#171",18,0.9742694,-0.0004991559,0.03725729,0.01756995,0.04656494,0.6492444,0.08461862,5.186658,2.817606,8.505524
"18#172",18,-0.01307897,0.0006671357,-0.0003617578,0.0155917,0.1336187,0.6502616,0.08505889,4.403829,2.216733,8.432057
"18#173",18,-0.9269513,0.0002087106,0.09616423,0.01488012,0.119627,0.6486152,0.08470107,4.367774,2.615178,8.562682
"18#174",18,-0.1767755,-8.048916E-05,0.04972143,0.01003637,0.006731915,0.6483794,0.08519,3.007631,2.091602,8.487276
"18#175",18,0.0494932,0.0002994226,-0.02064848,0.007475254,0.1241967,0.6543736,0.08444311,2.204696,1.215625,8.507019
"18#176",18,-0.1070172,-0.0008290454,-0.02663613,0.004323503,-0.1499608,0.6497487,0.08439954,1.490345,1.129042,8.512739
"18#177",18,0.3217976,0.0001389781,0.01320222,0.002850658,0.2232833,0.6538115,0.08530522,1.056748,0.6212595,8.42228
"18#178",18,0.4395858,-0.0006315544,-0.02709823,0.0004529014,-0.02957915,0.6503054,0.08392744,0.6606699,0.48234,8.666848
"18#179",18,-0.1109475,0.001129075,-0.002556263,-0.001126668,0.1688492,0.6518965,0.0843031,0.334538,0.1837717,8.565681
"18#180",18,-0.2941553,-0.00024369,0.02096769,-0.000325101,0.189931,0.6501451,0.08287647,0.2557107,-0.4782955,8.45916
"18#181",18,0.3593589,0.0007754563,-0.004135168,0.0003939621,0.01157691,0.6511663,0.08454727,-0.04750359,0.4873606,8.460664
"18#182",18,-0.1117493,0.0007596821,-0.02952828,-0.001291317,0.05952486,0.6529676,0.08214692,-0.08451308,0.06991483,8.493592
"18#183",18,-0.3495485,0.0006792336,-0.01865628,-0.001554307,-0.03493742,0.6508598,0.08258683,-0.03743108,-0.2864134,8.450441
"18#184",18,-0.03018557,-0.0004426425,-0.01203772,-0.001157595,0.2718771,0.6534498,0.08272713,0.106401,0.5110564,8.418168
"18#185",18,0.4949675,0.0001867175,-0.05615802,0.0006564681,-0.06821284,0.650791,0.08235459,0.2523463,0.5572548,8.577826
"18#186",18,-0.181989,-0.0005270789,-0.01402219,-8.136279E-05,-0.05576953,0.6454911,0.08286519,0.05541009,-0.02751048,8.586785
"18#187",18,0.1552921,9.078427E-05,-0.0195305,0.001214419,0.01497288,0.6507156,0.08233006,-0.07552988,0.08199552,8.570097
"18#188",18,-0.1978142,0.0007226769,-0.004647558,0.001789762,-0.05666973,0.6473578,0.08281539,0.006316393,-0.3390002,8.524869
"18#189",18,-0.02803069,-5.073896E-05,0.001361663,-0.001289859,-0.1777947,0.6531549,0.08197228,0.1118755,-0.03916727,8.528629
"18#190",18,-0.2298683,-0.0002488523,0.05306305,0.001111407,-0.1456757,0.6493524,0.08186745,0.02760122,0.2415214,8.533184
"18#191",18,0.07053876,-0.0005495053,-0.01690099,0.0008448799,-0.138704,0.6521564,0.08234669,0.009007456,-0.07362543,8.507965
"18#192",18,0.6909735,-1.480159E-05,0.002561918,0.0016574,-0.04334885,0.6472695,0.08271554,-0.06437071,0.01253026,8.50392
"18#193",18,-0.07315079,0.0003058354,0.02212527,0.002588942,-0.07348359,0.6460996,0.08271942,0.04334154,-0.3237855,8.592448
"18#194",18,0.3498933,0.000287095,-0.004213844,0.001934768,-0.1330337,0.6482014,0.08198933,-0.08882435,0.2628492,8.423014
"18#195",18,-0.07611816,-2.644293E-05,-0.02675634,-0.000427097,0.004873834,0.6484146,0.08243819,-0.04287106,-0.1298101,8.508054
"18#196",18,0.2248083,-0.0003720135,-0.0005958632,0.001240808,-0.0913061,0.6486869,0.0815992,-0.07168594,0.04314583,8.551084
"18#197",18,-0.05708161,-0.000351407,0.01941311,6.5432E-05,0.08186591,0.6448328,0.08214788,-0.1472845,-0.1855628,8.64687
"18#198",18,0.1696464,0.0007883189,0.01402204,0.00116959,-0.1125533,0.65243,0.08170071,-0.0874858,-0.03910089,8.583783
"18#199",18,0.4609159,-9.01378E-05,0.01591188,0.000566959,-0.04399354,0.6499535,0.08214151,0.07038912,-0.1688876,8.573099
"18#200",18,0.220682,-0.0004389508,0.03185456,0.0004836431,-0.0681897,0.651009,0.08161765,0.01223113,0.07749917,8.546674
"18#201",18,-0.2343446,-0.0003341726,-0.01732595,-0.00304657,0.01012243,0.6480094,0.08279846,-0.2728304,0.4257439,8.480623
"18#202",18,-0.09586917,-0.0005849715,0.01204733,-0.0006669908,-0.1028714,0.65031,0.08200232,-0.06424185,0.08955053,8.509176
"18#203",18,0.4361208,0.000435649,0.02906224,-0.001313406,0.0219251,0.6525188,0.08083545,0.132363,-0.7636905,8.579185
"18#204",18,0.1150614,3.298924E-05,0.007135828,0.0001681875,0.08741204,0.652129,0.08122057,0.005109774,0.09526961,8.568419
"18#205",18,0.3259305,-0.0007904112,-0.03705068,0.001746424,0.06534234,0.6491908,0.07898498,0.002857625,-0.2934303,8.418155
"18#206",18,0.8604016,-0.0004563406,-0.005337034,0.001853444,0.355886,0.647778,0.07806949,-0.09590982,-0.01367753,8.564966
"18#207",18,0.6477173,0.001105175,0.03136513,0.003233351,0.05496573,0.6501013,0.07733181,0.007663407,0.06432305,8.522378
"18#208",18,-0.4350312,0.0002332139,0.04298257,0.001545046,-0.08383898,0.651009,0.07546866,0.1365893,-0.5804653,8.547788
"18#209",18,0.04734871,-0.0003546015,0.06180726,0.001746445,-0.1755272,0.6487653,0.07579453,-0.1603968,0.3886344,8.471237
"19#1",19,30.96098,-0.001959798,-0.02385538,0.0004005204,0.03666864,0.1041271,0.007371064,1.473563,0.4578609,0.04778194
"19#2",19,30.39251,-0.0007585693,0.05011302,0.0007579171,0.1853418,0.1036088,0.00760996,1.534445,0.01897222,-0.005776015
"19#3",19,31.34114,3.664457E-05,0.03688673,6.835583E-06,0.1119903,0.1069845,0.006742709,1.629139,0.7253177,-0.02217638
"19#4",19,30.34043,3.457157E-05,0.0223512,0.001710182,-0.1471813,0.1120725,0.008387009,1.781638,0.9472602,-0.04140216
"19#5",19,30.92834,6.388917E-06,0.03705579,-7.456279E-06,-0.3650849,0.1151875,0.006986345,1.89529,2.014135,0.1028382
"19#6",19,30.44211,0.0002279227,-0.01759877,0.000961492,0.2230782,0.123048,0.007013782,2.039997,0.6475003,-0.01153061
"19#7",19,30.11896,-0.0002761244,-0.04343866,0.001812061,0.1396506,0.1308558,0.007691458,2.131888,1.243458,-0.1283275
"19#8",19,30.67908,0.0004971408,-0.03030012,0.001583676,-0.005829365,0.1336359,0.007168131,2.242454,1.556692,0.0413417
"19#9",19,30.04942,0.0009124579,-0.004686936,0.001364457,-0.02199995,0.1534999,0.006974398,2.403249,1.443338,0.01100042
"19#10",19,30.54864,0.001136114,-0.01117808,0.001846946,-0.1423113,0.1750995,0.00649693,2.925066,1.291611,-0.074861
"19#11",19,30.46334,0.001488369,0.02603645,-0.0004240408,-0.2472958,0.2011245,0.00689876,3.221419,1.794885,0.06631955
"19#12",19,30.28842,0.00145259,-0.01151307,-0.001244592,0.06547184,0.2253792,0.006272465,3.80549,1.222727,-0.03864308
"19#13",19,30.34284,0.001915954,-0.03776088,-0.001426407,0.1543513,0.2502672,0.006695352,4.295119,2.05873,-0.01339912
"19#14",19,30.33259,0.003430999,-0.01766031,0.0004093338,-0.1248882,0.2911879,0.006013363,4.809018,2.732143,0.1603016
"19#15",19,30.31115,0.004127809,-0.03276144,0.001682252,-0.1631949,0.3222161,0.005581661,5.52276,2.697565,0.07458524
"19#16",19,30.58765,0.006189906,-0.01250612,-0.001729328,-0.03361212,0.3574697,0.00528004,5.879677,1.885643,0.0707664
"19#17",19,30.07622,0.00795876,-0.04520582,7.750491E-05,0.1339116,0.3877127,0.005310078,6.520232,3.005648,0.04969947
"19#18",19,30.41728,0.009717127,0.01468523,0.0003056672,-0.0760131,0.4112509,0.005308141,6.873908,3.638959,0.04416418
"19#19",19,30.98195,0.01063833,-0.02006943,-0.001527065,-0.03278804,0.42906,0.003884487,7.071559,3.571813,0.09012873
"19#20",19,30.71632,0.01288881,0.01066002,-0.0005604743,-0.1087652,0.4417247,0.005157296,7.399679,5.03069,-0.1724602
"19#21",19,30.52397,0.01523085,0.01121946,-0.0007237034,-0.0466106,0.4560201,0.004749283,7.750058,6.017951,-0.009742655
"19#22",19,31.16926,0.0170228,-0.01481746,-0.001826489,-0.1074167,0.4658987,0.004614126,7.900223,8.357287,-0.068732
"19#23",19,30.76505,0.01715077,0.003220073,-0.0002597479,-0.1553604,0.4773349,0.005256539,7.717665,9.501512,-0.07123608
"19#24",19,30.93435,0.0201559,0.006976757,-0.0001226249,-0.007260327,0.4829689,0.004640481,7.50935,10.55184,0.1342567
"19#25",19,30.68904,0.01999529,-0.02820911,-0.0002872754,-0.164637,0.4874502,0.006070102,7.28811,12.20765,-0.04973802
"19#26",19,31.16211,0.0213103,0.04190361,0.0003820301,-0.07794037,0.495533,0.004807275,7.417583,13.39126,0.06547828
"19#27",19,30.42267,0.0218535,0.03783574,0.003386012,0.2396309,0.5036625,0.004928954,7.291104,14.26325,-0.000567876
"19#28",19,31.08771,0.02283014,0.03556672,0.0008318583,-0.03342707,0.50616,0.004810156,6.802141,14.70193,0.007458487
"19#29",19,30.29708,0.02341508,0.02193935,0.0001459978,0.0281962,0.5112227,0.004064823,6.623067,15.84171,0.004863225
"19#30",19,30.18949,0.0234829,0.02969642,0.001387194,0.1044769,0.5217024,0.003742242,6.256649,16.59881,0.02905482
"19#31",19,30.70059,0.02406503,0.03457875,0.002383288,0.01221081,0.5177232,0.003565908,6.113883,17.46973,0.06054195
"19#32",19,29.95146,0.02290423,0.04117549,0.001938835,0.1500272,0.5294428,0.004032217,5.710196,17.82019,0.1160818
"19#33",19,29.96386,0.02467693,0.02150204,0.001515323,-0.07124241,0.5294446,0.003721675,5.472363,18.41543,0.04656945
"19#34",19,29.85323,0.02469393,0.04276819,0.001952537,0.05333241,0.5328555,0.005558262,5.45191,19.3961,0.08859694
"19#35",19,30.06663,0.02501415,0.007288557,0.002610806,0.1702169,0.5338736,0.005061632,5.220292,20.00153,0.01143881
"19#36",19,30.92668,0.02576721,0.06294375,0.004135659,0.07199794,0.5341351,0.004366535,5.198299,20.31148,0.1177605
"19#37",19,30.26525,0.02555646,0.02647724,0.00405527,-0.04324954,0.5351522,0.004327829,5.243756,20.90218,0.01138688
"19#38",19,29.85505,0.0257961,0.06334531,0.004613879,0.2375468,0.542741,0.004288386,4.932053,22.48183,0.09659711
"19#39",19,29.51705,0.02757355,0.04524262,0.005553845,0.2236774,0.542845,0.004501393,5.13625,23.89812,0.2293082
"19#40",19,30.01415,0.02760952,0.03223534,0.006813196,0.2780822,0.5419666,0.004212121,5.341614,23.46321,0.1788512
"19#41",19,29.64191,0.03027531,0.08879825,0.01011439,0.4657364,0.5469907,0.003735699,5.40907,25.30757,0.2379427
"19#42",19,28.67735,0.03060162,0.1063985,0.01329986,0.6660501,0.5488694,0.003758898,5.569608,27.6405,0.3249045
"19#43",19,27.70995,0.03193326,0.1449184,0.01467594,0.6327037,0.54435,0.004843665,6.069992,29.01366,0.5450251
"19#44",19,26.23386,0.03380444,0.2152868,0.02064759,1.141444,0.5487003,0.004131596,6.067591,30.9546,0.6272932
"19#45",19,25.47091,0.0363177,0.3021127,0.02540565,1.719782,0.5449851,0.003931224,6.475212,31.54642,0.9888891
"19#46",19,22.60096,0.03699182,0.4405516,0.03267659,2.388245,0.5450448,0.004439277,6.737371,33.39954,1.273585
"19#47",19,20.53558,0.03637663,0.6100528,0.04345049,3.293029,0.5416216,0.004819676,7.212883,34.12683,1.619038
"19#48",19,16.44381,0.03777902,0.8406894,0.05632998,4.572814,0.549265,0.004522694,7.540616,34.71778,2.321105
"19#49",19,10.77435,0.0376816,1.187072,0.07488275,6.406087,0.5479774,0.004084637,8.410991,35.75833,3.071722
"19#50",19,8.437645,0.03700713,1.280189,0.08178152,7.209008,0.5460469,0.004052891,8.98577,35.84484,3.337154
"19#51",19,6.304044,0.03698551,1.468831,0.08671696,7.955816,0.5458202,0.00474594,9.457703,36.1738,3.766461
"19#52",19,2.742397,0.03569167,1.514834,0.09765528,8.792163,0.5462388,0.004205176,10.06204,35.987,4.027827
"19#53",19,1.939735,0.03440564,1.540645,0.09760447,9.069771,0.5477845,0.004016182,10.08754,35.49594,4.089368
"19#54",19,1.519193,0.03465164,1.580324,0.1002499,9.343748,0.5458357,0.004093899,10.45397,35.24311,4.27995
"19#55",19,1.331954,0.03359548,1.600613,0.1039487,9.604658,0.5414466,0.004299496,10.62118,35.21037,4.373012
"19#56",19,0.7333385,0.03040978,1.626163,0.1026113,9.838166,0.5500526,0.004215501,10.30003,33.74106,4.480244
"19#57",19,-0.3443196,0.0307638,1.595105,0.1036811,9.900704,0.5422444,0.004003,9.683473,32.42836,4.540322
"19#58",19,-0.3600518,0.02713591,1.5895,0.1066815,10.04378,0.5455214,0.004341128,8.772411,30.97156,4.601436
"19#59",19,-0.2012639,0.02784507,1.576738,0.1076304,9.978038,0.5401107,0.004973637,8.304877,29.59721,4.601712
"19#60",19,-0.006439726,0.02569574,1.543573,0.105505,10.05401,0.5423634,0.004478839,7.437282,28.68817,4.625111
"19#61",19,-0.1313343,0.02586718,1.591579,0.106524,10.25255,0.5433545,0.004945441,7.033331,27.52422,4.598268
"19#62",19,0.494627,0.02442857,1.563015,0.1061431,9.993258,0.5421737,0.004660381,6.059962,26.65214,4.55345
"19#63",19,-0.4233353,0.02230801,1.602497,0.1039404,10.09901,0.5443933,0.003572061,5.014632,25.19131,4.634683
"19#64",19,0.2471677,0.02068833,1.527873,0.1033391,10.10662,0.547059,0.004650004,4.060246,23.47677,4.48689
"19#65",19,-0.1845911,0.01864114,1.577039,0.1035976,9.858233,0.5460106,0.005461511,4.328121,23.07026,4.643476
"19#66",19,-0.09361451,0.01637657,1.583915,0.1042043,10.0547,0.5485098,0.00481635,4.691146,21.56633,4.492689
"19#67",19,0.2501419,0.01538316,1.541855,0.09914026,10.2722,0.5408626,0.00479886,4.538352,20.51868,4.620296
"19#68",19,-0.2138726,0.01387797,1.536293,0.09889884,10.04963,0.5443217,0.004698959,4.75968,19.14014,4.665392
"19#69",19,-0.05756579,0.01271487,1.564195,0.09931023,10.10678,0.5470126,0.005018361,4.782168,19.29055,4.573122
"19#70",19,0.3768158,0.01189428,1.538846,0.09855986,9.895701,0.5476885,0.005277729,4.542033,19.26201,4.687222
"19#71",19,-0.2558931,0.01247752,1.567401,0.09726595,10.11351,0.5430356,0.005011866,4.648376,19.28628,4.529045
